Player,Nation,Born,Min,MP,Gls,Ast,npxG,xAG,KP,PrgP,PrgC,Tkl,Int,Succ,Age,Squad,Comp,Pos,position_group,npxG_per90,xAG_per90,KP_per90,PrgP_per90,PrgC_per90,Tkl_per90,Int_per90,Succ_per90,npxG_per90_pct,npxG_per90_pct_global,npxG_per90_pct_pos,xAG_per90_pct,xAG_per90_pct_global,xAG_per90_pct_pos,KP_per90_pct,KP_per90_pct_global,KP_per90_pct_pos,PrgP_per90_pct,PrgP_per90_pct_global,PrgP_per90_pct_pos,PrgC_per90_pct,PrgC_per90_pct_global,PrgC_per90_pct_pos,Tkl_per90_pct,Tkl_per90_pct_global,Tkl_per90_pct_pos,Int_per90_pct,Int_per90_pct_global,Int_per90_pct_pos,Succ_per90_pct,Succ_per90_pct_global,Succ_per90_pct_pos,player_id,player_name,minutes_played,npxG_per90_scaled,xAG_per90_scaled,KP_per90_scaled,PrgP_per90_scaled,PrgC_per90_scaled,Tkl_per90_scaled,Int_per90_scaled,Succ_per90_scaled,cluster_id,cluster_name,gmm_probabilities_json,pca_x,pca_y
Juan Cruz,es ESP,2000.0,2257,34,5,4,2.7,4.1,24,66,59,32,13,40,24.0,Leganés,es La Liga,"FW,MF",Forward,0.108,0.163,0.957,2.632,2.353,1.276,0.518,1.595,60.4,60.4,6.2,80.2,80.2,64.1,57.4,57.4,37.0,31.0,31.0,63.0,76.4,76.4,55.0,32.2,32.2,68.5,32.3,32.3,83.1,89.7,89.7,76.9,juan_cruz_es_esp_2000_0,Juan Cruz,2257,-0.1691359331192333,0.7745743151446003,0.0347943192911157,-0.5777179660759102,0.4961091862623059,-0.5027273266628174,-0.5903208085556207,1.3258324306047455,1,Dynamic Winger / Dribbler,"{""Clinical Finisher / Poacher"": 0.507, ""Dynamic Winger / Dribbler"": 0.493}",1.312,-0.311
Juan Cruz Armada,es ESP,1992.0,1492,25,0,0,0.1,0.0,2,53,9,26,9,1,32.0,Osasuna,es La Liga,DF,Defender,0.006,0.0,0.121,3.197,0.543,1.568,0.543,0.06,3.2,3.2,7.0,2.1,2.1,4.3,5.1,5.1,12.0,45.6,45.6,45.4,15.1,15.1,25.9,48.8,48.8,41.6,34.4,34.4,8.6,5.3,5.3,11.9,juan_cruz_armada_es_esp_1992_0,Juan Cruz Armada,1492,-0.9109303221776112,-1.1963751992071263,-1.259955897365491,-0.2473637809049451,-0.897021280571382,-0.1221790830437237,-0.538710126158806,-1.0556503209033428,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3939, ""Attacking Fullback / Playmaker"": 0.2817, ""Ball-Playing Defender"": 0.3243}",-2.014,-0.845
Juan Cuadrado,co COL,1988.0,832,23,0,2,0.9,2.0,19,64,41,19,7,17,36.0,Atalanta,it Serie A,"DF,MF",Defender,0.097,0.216,2.055,6.923,4.435,2.055,0.757,1.839,57.0,57.0,90.3,90.4,90.4,96.9,94.1,94.1,98.4,95.4,95.4,97.3,95.6,95.6,99.1,71.8,71.8,69.3,50.1,50.1,25.3,93.9,93.9,99.2,juan_cuadrado_co_col_1988_0,Juan Cuadrado,832,-0.2491333672333721,1.4154352001792108,1.7353155368616355,1.9312197482048177,2.0985940657914424,0.512502405457984,-0.0969226848420714,1.7043873435480508,0,Ball-Playing Defender,"{""Stopper / Defensive Destroyer"": 0.0127, ""Attacking Fullback / Playmaker"": 0.8001, ""Ball-Playing Defender"": 0.1872}",2.972,2.635
Juan David Cabal,co COL,2001.0,460,7,0,0,0.1,0.0,1,17,14,10,2,4,23.0,Juventus,it Serie A,DF,Defender,0.02,0.0,0.196,3.326,2.739,1.957,0.391,0.783,12.6,12.6,25.1,2.1,2.1,4.3,9.9,9.9,22.5,48.9,48.9,49.9,83.0,83.0,92.8,67.8,67.8,64.4,23.2,23.2,2.9,64.1,64.1,84.0,juan_david_cabal_co_col_2001_0,Juan David Cabal,460,-0.8091154060323437,-1.1963751992071263,-1.1438000764931875,-0.1719377811048486,0.7932077278080535,0.3847841593118496,-0.8525030751314399,0.0660513268753854,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.1543, ""Attacking Fullback / Playmaker"": 0.3957, ""Ball-Playing Defender"": 0.45}",-0.736,-0.22
Juan Foyth,ar ARG,1998.0,1517,19,1,0,2.4,0.3,7,65,13,25,19,4,26.0,Villarreal,es La Liga,DF,Defender,0.142,0.018,0.415,3.856,0.771,1.483,1.127,0.237,67.3,67.3,97.0,14.7,14.7,30.3,25.4,25.4,51.1,61.4,61.4,64.4,24.9,24.9,39.3,44.0,44.0,36.8,75.1,75.1,61.7,21.6,21.6,39.8,juan_foyth_ar_arg_1998_0,Juan Foyth,1517,0.0781288632335592,-0.9787243325915984,-0.8046250795460621,0.1379519855157025,-0.7215330228707849,-0.2329551128643502,0.6669154146307874,-0.7810428635633223,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.4027, ""Attacking Fullback / Playmaker"": 0.3433, ""Ball-Playing Defender"": 0.2539}",-1.578,-0.421
Juan Herzog,es ESP,2003.0,1315,19,0,0,0.9,0.0,0,27,0,12,18,0,21.0,Las Palmas,es La Liga,DF,Defender,0.062,0.0,0.0,1.848,0.0,0.821,1.232,0.0,42.4,42.4,73.5,2.1,2.1,4.3,0.8,0.8,1.9,13.3,13.3,7.2,0.4,0.4,0.7,12.8,12.8,3.5,80.9,80.9,72.1,1.9,1.9,4.3,juan_herzog_es_esp_2003_0,Juan Herzog,1315,-0.5036706575965411,-1.1963751992071263,-1.4473539550394734,-1.0361209416051786,-1.3149604206214884,-1.0957048980555832,0.8836802806974094,-1.148737594577926,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.4104, ""Attacking Fullback / Playmaker"": 0.2785, ""Ball-Playing Defender"": 0.311}",-2.543,-1.535
Juan Jesus,br BRA,1991.0,1074,15,0,1,0.3,0.0,1,50,3,25,9,0,33.0,Napoli,it Serie A,DF,Defender,0.025,0.0,0.084,4.19,0.251,2.095,0.754,0.0,16.4,16.4,32.0,2.1,2.1,4.3,2.9,2.9,6.9,68.6,68.6,73.3,5.0,5.0,9.9,73.4,73.4,70.7,49.9,49.9,25.1,1.9,1.9,4.3,juan_jesus_br_bra_1991_0,Juan Jesus,1074,-0.7727529359804625,-1.1963751992071263,-1.3172594356624938,0.3332410082539371,-1.1217694000826732,0.5646323018441612,-0.1031159667296892,-1.148737594577926,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3744, ""Attacking Fullback / Playmaker"": 0.2945, ""Ball-Playing Defender"": 0.3311}",-2.362,-0.13
Juan Miranda,es ESP,2000.0,2277,31,0,6,0.7,6.1,57,163,34,32,23,7,24.0,Bologna,it Serie A,DF,Defender,0.028,0.241,2.253,6.443,1.344,1.265,0.909,0.277,18.7,18.7,36.0,93.3,93.3,98.1,96.1,96.1,99.5,93.2,93.2,96.1,47.7,47.7,59.1,31.7,31.7,22.3,60.9,60.9,40.0,25.5,25.5,45.7,juan_miranda_es_esp_2000_0,Juan Miranda,2277,-0.7509354539493337,1.7177280704785554,2.041966903964516,1.6505648652277145,-0.2805033225969157,-0.5170630481690163,0.2168702641305625,-0.7189846811136001,0,Ball-Playing Defender,"{""Stopper / Defensive Destroyer"": 0.0129, ""Attacking Fullback / Playmaker"": 0.8163, ""Ball-Playing Defender"": 0.1707}",1.155,1.635
Juanlu Sánchez,es ESP,2003.0,1722,32,4,4,2.1,2.8,24,68,44,50,17,11,20.0,Sevilla,es La Liga,"MF,DF",Midfielder,0.11,0.146,1.254,3.554,2.3,2.613,0.889,0.575,61.0,61.0,61.8,75.2,75.2,71.6,71.7,71.7,63.3,54.8,54.8,31.8,75.0,75.0,77.6,89.3,89.3,81.4,59.5,59.5,58.2,50.5,50.5,39.1,juanlu_s_nchez_es_esp_2003_0,Juanlu Sánchez,1722,-0.1545909450984808,0.5690151633410458,0.4947713699454367,-0.0386267116907248,0.4553158632003247,1.2397144600451555,0.1755817182131106,-0.25665122186317,1,Box-to-Box / Pressing Engine,"{""Box-to-Box / Pressing Engine"": 0.5047, ""Deep-Lying Playmaker"": 0.4953}",0.245,1.008
Juanmi,es ESP,1993.0,940,24,0,0,3.6,0.7,8,12,10,21,3,8,31.0,"Getafe, Betis",es La Liga,"FW,MF",Forward,0.345,0.067,0.766,1.149,0.957,2.011,0.287,0.766,91.6,91.6,71.2,43.8,43.8,16.2,46.3,46.3,21.8,3.6,3.6,12.9,33.4,33.4,17.2,70.0,70.0,93.3,15.3,15.3,48.9,62.8,62.8,40.1,juanmi_es_esp_1993_0,Juanmi,940,1.554445147339939,-0.386230306804883,-0.261015837863683,-1.444824614940585,-0.5783715494834557,0.455159519433189,-1.0672035139021894,0.0396765993342534,0,Clinical Finisher / Poacher,"{""Clinical Finisher / Poacher"": 0.5161, ""Dynamic Winger / Dribbler"": 0.4839}",0.176,-1.793
Juanmi Latasa,es ESP,2001.0,1398,28,3,0,4.2,0.9,13,17,3,4,0,8,23.0,Valladolid,es La Liga,FW,Forward,0.27,0.058,0.837,1.094,0.193,0.258,0.0,0.515,85.5,85.5,53.4,38.4,38.4,11.8,51.0,51.0,27.1,2.8,2.8,10.4,3.6,3.6,1.3,1.3,1.3,5.3,0.8,0.8,2.8,45.4,45.4,22.0,juanmi_latasa_es_esp_2001_0,Juanmi Latasa,1398,1.00900809656172,-0.4950557401126471,-0.1510549941045693,-1.4769829869483782,-1.1664111498486145,-1.8294331896910276,-1.6596941478176233,-0.3497384955377531,0,Clinical Finisher / Poacher,"{""Clinical Finisher / Poacher"": 0.5765, ""Dynamic Winger / Dribbler"": 0.4235}",0.189,-3.152
Juanpe,es ESP,1991.0,727,12,0,0,0.1,0.2,3,26,2,8,8,0,33.0,Girona,es La Liga,DF,Defender,0.012,0.025,0.371,3.219,0.248,0.99,0.99,0.0,7.0,7.0,14.3,19.7,19.7,38.4,22.1,22.1,46.3,46.4,46.4,46.9,4.9,4.9,9.6,18.7,18.7,8.6,66.5,66.5,48.7,1.9,1.9,4.3,juanpe_es_esp_1991_0,Juanpe,727,-0.8672953581153539,-0.894082328907782,-0.8727698277911468,-0.234500432101828,-1.1240784561050494,-0.8754560858239845,0.3840888750962423,-1.148737594577926,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3836, ""Attacking Fullback / Playmaker"": 0.2865, ""Ball-Playing Defender"": 0.33}",-2.006,-0.808
Jubal,br BRA,1993.0,2640,30,6,0,2.0,0.9,6,33,1,60,25,3,30.0,Auxerre,fr Ligue 1,DF,Defender,0.068,0.031,0.205,1.125,0.034,2.045,0.852,0.102,45.2,45.2,78.2,23.7,23.7,45.4,10.7,10.7,23.9,3.4,3.4,0.5,0.7,0.7,1.3,71.6,71.6,69.1,56.5,56.5,33.4,8.0,8.0,17.2,jubal_br_bra_1993_0,Jubal,2640,-0.4600356935342835,-0.8215320400359393,-1.1298613779885114,-1.4588573590894405,-1.2887911190345571,0.4994699313614393,0.0991979082658247,-0.9904892293311348,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3732, ""Attacking Fullback / Playmaker"": 0.2984, ""Ball-Playing Defender"": 0.3284}",-2.176,-1.082
Jude Bellingham,eng ENG,2003.0,2488,31,9,8,9.9,3.9,42,199,74,61,28,41,21.0,Real Madrid,es La Liga,MF,Midfielder,0.358,0.141,1.519,7.199,2.677,2.207,1.013,1.483,92.6,92.6,97.0,73.6,73.6,69.8,82.3,82.3,75.8,96.8,96.8,93.2,82.1,82.1,85.6,77.5,77.5,66.2,68.2,68.2,66.7,87.5,87.5,86.6,jude_bellingham_eng_eng_2003_0,Jude Bellingham,2488,1.6489875694748304,0.5085565892811769,0.9051886036942411,2.092596305916652,0.7454872366789438,0.7105960117254569,0.4315707029013118,1.1520695197455235,0,Deep-Lying Playmaker,"{""Box-to-Box / Pressing Engine"": 0.2998, ""Deep-Lying Playmaker"": 0.7002}",1.794,1.6
Jules Koundé,fr FRA,1998.0,2605,32,2,3,1.8,3.9,32,165,44,63,20,22,25.0,Barcelona,es La Liga,DF,Defender,0.062,0.135,1.106,5.701,1.52,2.177,0.691,0.76,42.4,42.4,73.5,71.4,71.4,87.2,65.2,65.2,85.6,87.9,87.9,92.0,54.1,54.1,65.0,76.0,76.0,74.2,45.1,45.1,19.5,62.4,62.4,82.4,jules_kound__fr_fra_1998_0,Jules Koundé,2605,-0.5036706575965411,0.4360063004093344,0.2655572167574251,1.2167191919589424,-0.1450387026175074,0.6714985894358243,-0.2331748863696626,0.0303678719667951,0,Ball-Playing Defender,"{""Stopper / Defensive Destroyer"": 0.0094, ""Attacking Fullback / Playmaker"": 0.5739, ""Ball-Playing Defender"": 0.4167}",0.139,1.239
Julian Araujo,mx MEX,2001.0,497,12,0,0,0.0,0.1,1,14,4,10,6,0,22.0,Bournemouth,eng Premier League,DF,Defender,0.0,0.018,0.181,2.535,0.724,1.811,1.087,0.0,1.2,1.2,2.6,14.7,14.7,30.3,9.0,9.0,20.3,28.6,28.6,23.8,23.0,23.0,36.4,61.9,61.9,56.6,72.8,72.8,58.8,1.9,1.9,4.3,julian_araujo_mx_mex_2001_0,Julian Araujo,497,-0.9545652862398688,-0.9787243325915984,-1.1670312406676482,-0.6344336403441998,-0.7577082338880133,0.1945100375023027,0.5843383227958836,-1.148737594577926,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3734, ""Attacking Fullback / Playmaker"": 0.2889, ""Ball-Playing Defender"": 0.3378}",-2.324,-0.38
Julian Brandt,de GER,1996.0,2303,30,5,10,4.8,8.5,61,149,61,26,14,19,28.0,Dortmund,de Bundesliga,MF,Midfielder,0.188,0.332,2.384,5.823,2.384,1.016,0.547,0.743,75.1,75.1,82.3,98.7,98.7,99.2,96.9,96.9,94.9,88.5,88.5,77.8,76.8,76.8,80.1,19.8,19.8,9.5,34.8,34.8,28.9,61.3,61.3,52.9,julian_brandt_de_ger_1996_0,Julian Brandt,2303,0.4126635877108671,2.81807411836817,2.244852404421472,1.2880523080489563,0.5199694318268605,-0.8415716531729693,-0.5304524169753155,0.0039931444256631,0,Deep-Lying Playmaker,"{""Box-to-Box / Pressing Engine"": 0.3333, ""Deep-Lying Playmaker"": 0.6667}",3.04,1.005
Julian Chabot,de GER,1998.0,2269,31,3,1,1.8,0.5,6,108,7,37,38,3,26.0,Stuttgart,de Bundesliga,DF,Defender,0.071,0.02,0.238,4.284,0.278,1.468,1.507,0.119,47.0,47.0,80.4,16.6,16.6,33.2,13.1,13.1,29.1,70.4,70.4,75.1,5.9,5.9,11.7,43.2,43.2,36.1,91.6,91.6,86.5,10.7,10.7,21.8,julian_chabot_de_ger_1998_0,Julian Chabot,2269,-0.4382182115031547,-0.9545409029676508,-1.0787528168046978,0.3882025895036194,-1.1009878958812866,-0.2525038240091669,1.451397787062372,-0.9641145017900028,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3906, ""Attacking Fullback / Playmaker"": 0.2776, ""Ball-Playing Defender"": 0.3317}",-2.339,0.054
Julian Ryerson,no NOR,1997.0,2259,29,2,3,0.7,4.5,36,92,66,46,22,36,26.0,Dortmund,de Bundesliga,DF,Defender,0.028,0.179,1.434,3.665,2.629,1.833,0.876,1.434,18.7,18.7,36.0,84.2,84.2,95.2,79.9,79.9,92.6,57.5,57.5,59.6,81.5,81.5,91.7,62.7,62.7,57.6,58.5,58.5,36.4,86.2,86.2,97.1,julian_ryerson_no_nor_1997_0,Julian Ryerson,2259,-0.7509354539493337,0.9680417521361808,0.7735453400389644,0.0262747299977303,0.7085423403209233,0.2231814805147002,0.1487441633667669,1.0760482462446137,0,Ball-Playing Defender,"{""Stopper / Defensive Destroyer"": 0.0108, ""Attacking Fullback / Playmaker"": 0.6786, ""Ball-Playing Defender"": 0.3106}",1.191,1.112
Julian Weigl,de GER,1995.0,2881,33,0,2,0.7,1.1,11,122,11,53,48,7,28.0,Gladbach,de Bundesliga,MF,Midfielder,0.022,0.034,0.344,3.811,0.344,1.656,1.499,0.219,14.3,14.3,7.8,25.6,25.6,12.2,20.6,20.6,6.3,60.3,60.3,37.8,8.1,8.1,3.9,54.2,54.2,37.4,91.4,91.4,91.9,19.9,19.9,10.3,julian_weigl_de_ger_1995_0,Julian Weigl,2881,-0.7945704180115913,-0.7852568956000179,-0.914585923305176,0.1116405902365991,-1.0501886633890083,-0.007493310994134,1.4348823686953915,-0.8089690456656973,1,Box-to-Box / Pressing Engine,"{""Box-to-Box / Pressing Engine"": 0.5897, ""Deep-Lying Playmaker"": 0.4103}",-2.272,0.266
Julien Le Cardinal,fr FRA,1997.0,1378,16,0,1,0.4,0.3,5,39,7,27,33,4,26.0,Brest,fr Ligue 1,DF,Defender,0.026,0.02,0.327,2.547,0.457,1.763,2.155,0.261,17.1,17.1,33.3,16.6,16.6,33.2,19.5,19.5,42.0,28.8,28.8,24.2,12.4,12.4,21.5,58.8,58.8,53.5,99.3,99.3,99.1,23.7,23.7,43.0,julien_le_cardinal_fr_fra_1997_0,Julien Le Cardinal,1378,-0.7654804419700862,-0.9545409029676508,-0.9409145760362314,-0.6274172682697722,-0.963214219879502,0.1319541618388899,2.789146674787811,-0.743807954093489,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.404, ""Attacking Fullback / Playmaker"": 0.2576, ""Ball-Playing Defender"": 0.3384}",-2.815,0.424
Julio Enciso,py PAR,2004.0,1163,25,2,3,2.7,1.6,18,42,34,12,1,40,20.0,"Ipswich Town, Brighton",eng Premier League,"MF,FW",Midfielder,0.209,0.124,1.393,3.25,2.631,0.929,0.077,3.095,78.4,78.4,86.9,68.0,68.0,62.9,78.2,78.2,71.5,46.9,46.9,24.0,81.6,81.6,85.2,16.9,16.9,8.0,3.1,3.1,1.0,99.4,99.4,99.5,julio_enciso_py_par_2004_0,Julio Enciso,1163,0.5653859619287684,0.3029974374776226,0.710046824628772,-0.21637480424289,0.7100817110025074,-0.9549541778129048,-1.5007332460354337,3.653014272469327,0,Deep-Lying Playmaker,"{""Box-to-Box / Pressing Engine"": 0.2864, ""Deep-Lying Playmaker"": 0.7136}",3.066,-0.544
Julián Malatini,ar ARG,2001.0,454,10,1,1,0.2,0.5,2,24,8,11,7,2,23.0,Werder Bremen,de Bundesliga,DF,Defender,0.04,0.099,0.396,4.758,1.586,2.181,1.388,0.396,27.6,27.6,49.7,59.1,59.1,79.8,23.9,23.9,48.8,78.5,78.5,82.4,56.0,56.0,66.4,76.2,76.2,74.3,87.7,87.7,80.7,35.4,35.4,58.9,juli_n_malatini_ar_arg_2001_0,Julián Malatini,454,-0.6636655258248185,0.0007045671782781,-0.8340512208337123,0.6653492864435089,-0.0942394701252292,0.676711579074442,1.2057309388535336,-0.5343615883256766,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.0837, ""Attacking Fullback / Playmaker"": 0.4776, ""Ball-Playing Defender"": 0.4387}",-1.327,1.144
Julián Álvarez,ar ARG,2000.0,2509,37,17,4,11.0,5.3,41,92,79,25,2,34,24.0,Atlético Madrid,es La Liga,FW,Forward,0.395,0.19,1.471,3.3,2.834,0.897,0.072,1.22,94.2,94.2,79.0,86.7,86.7,75.5,81.1,81.1,70.5,48.3,48.3,77.6,83.9,83.9,64.3,15.7,15.7,43.0,2.8,2.8,10.1,80.9,80.9,60.4,juli_n__lvarez_ar_arg_2000_0,Julián Álvarez,2509,1.918069847858752,1.1010506150678925,0.8308488783359675,-0.1871399205994419,0.8663278351833024,-0.9966580949218464,-1.5110553825147968,0.7440369701386,1,Dynamic Winger / Dribbler,"{""Clinical Finisher / Poacher"": 0.5263, ""Dynamic Winger / Dribbler"": 0.4737}",2.829,-1.312
Juma Bah,sl SLE,2006.0,1550,22,0,0,0.4,0.2,3,22,3,26,29,6,18.0,"Valladolid, Lens","es La Liga, fr Ligue 1",DF,Defender,0.023,0.012,0.174,1.277,0.174,1.51,1.684,0.348,15.0,15.0,29.3,10.5,10.5,22.7,8.4,8.4,19.0,4.9,4.9,1.1,3.2,3.2,6.2,45.5,45.5,38.0,95.4,95.4,92.4,31.2,31.2,53.9,juma_bah_sl_sle_2006_0,Juma Bah,1550,-0.787297924001215,-1.0512746214634412,-1.17787245061573,-1.3699833128133578,-1.1810351713236644,-0.1977674328036807,1.8168014184318209,-0.6088314072653433,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.4054, ""Attacking Fullback / Playmaker"": 0.2652, ""Ball-Playing Defender"": 0.3294}",-2.666,-0.598
Junior Adamu,at AUT,2001.0,1545,25,2,2,5.5,2.4,17,14,8,9,12,10,23.0,Freiburg,de Bundesliga,FW,Forward,0.32,0.14,0.99,0.816,0.466,0.524,0.699,0.583,90.1,90.1,66.4,73.3,73.3,54.0,59.5,59.5,40.4,0.8,0.8,3.3,12.7,12.7,4.7,5.0,5.0,18.4,45.7,45.7,93.8,50.9,50.9,26.6,junior_adamu_at_aut_2001_0,Junior Adamu,1545,1.3726327970805328,0.4964648744692034,0.0859028804749292,-1.6395289400059505,-0.9562870518123732,-1.482769378722949,-0.2166594680026818,-0.2442395853732255,0,Clinical Finisher / Poacher,"{""Clinical Finisher / Poacher"": 0.4984, ""Dynamic Winger / Dribbler"": 0.5016}",0.435,-2.383
Junior Messias,br BRA,1991.0,847,17,1,1,1.4,0.7,8,32,32,13,6,10,33.0,Genoa,it Serie A,"MF,FW",Midfielder,0.149,0.074,0.85,3.4,3.4,1.381,0.638,1.063,68.6,68.6,74.5,47.5,47.5,39.1,52.0,52.0,39.2,51.2,51.2,28.0,90.2,90.2,93.0,38.9,38.9,22.6,41.3,41.3,36.5,77.4,77.4,74.6,junior_messias_br_bra_1991_0,Junior Messias,847,0.1290363213061931,-0.3015883031210666,-0.1309213184867034,-0.1286701533125454,1.3019697380716269,-0.3658863486491022,-0.3425895330509098,0.5004586040234404,0,Deep-Lying Playmaker,"{""Box-to-Box / Pressing Engine"": 0.4262, ""Deep-Lying Playmaker"": 0.5738}",0.774,-0.227
Junior Mwanga,fr FRA,2003.0,1248,19,1,2,1.3,1.0,8,52,17,43,10,9,21.0,"Le Havre, Strasbourg",fr Ligue 1,MF,Midfielder,0.094,0.072,0.577,3.75,1.226,3.101,0.721,0.649,56.2,56.2,54.4,46.3,46.3,37.4,34.8,34.8,17.6,59.2,59.2,36.5,43.9,43.9,42.7,95.9,95.9,93.4,47.2,47.2,43.3,54.9,54.9,44.1,junior_mwanga_fr_fra_2003_0,Junior Mwanga,1248,-0.2709508492645008,-0.3257717327450142,-0.5537285064618873,0.0759740321915923,-0.3713261928103827,1.8756991959565177,-0.1712420674934848,-0.1418435843311838,1,Box-to-Box / Pressing Engine,"{""Box-to-Box / Pressing Engine"": 0.5683, ""Deep-Lying Playmaker"": 0.4317}",-0.959,0.788
Junya Ito,jp JPN,1993.0,2690,33,4,3,4.6,7.1,82,133,100,45,13,47,31.0,Reims,fr Ligue 1,"FW,MF",Forward,0.154,0.238,2.743,4.45,3.346,1.506,0.435,1.572,69.8,69.8,15.2,92.8,92.8,85.8,98.9,98.9,97.6,73.7,73.7,91.8,89.5,89.5,74.6,45.3,45.3,79.4,26.4,26.4,74.1,89.3,89.3,76.3,junya_ito_jp_jpn_1993_0,Junya Ito,2690,0.1653987913580744,1.681452926042634,2.80085160033023,0.4852624031998678,1.260406729668854,-0.2029804224422984,-0.7616682741130459,1.2901489756961553,1,Dynamic Winger / Dribbler,"{""Clinical Finisher / Poacher"": 0.3688, ""Dynamic Winger / Dribbler"": 0.6312}",3.444,1.155
Jurgen Ekkelenkamp,nl NED,2000.0,1892,34,3,2,2.8,1.3,15,72,34,36,12,10,24.0,Udinese,it Serie A,MF,Midfielder,0.133,0.062,0.714,3.425,1.617,1.712,0.571,0.476,65.6,65.6,69.2,40.6,40.6,30.8,43.0,43.0,28.0,51.9,51.9,29.2,57.6,57.6,59.7,56.6,56.6,40.5,36.3,36.3,30.4,43.0,43.0,30.7,jurgen_ekkelenkamp_nl_ned_2000_0,Jurgen Ekkelenkamp,1892,0.0126764171401731,-0.4466888808647519,-0.3415505403351467,-0.1140527114908213,-0.0703792245606744,0.0654885439465141,-0.4809061618743735,-0.4102452234262324,1,Box-to-Box / Pressing Engine,"{""Box-to-Box / Pressing Engine"": 0.5216, ""Deep-Lying Playmaker"": 0.4784}",-0.401,-0.442
Jurriën Timber,nl NED,2001.0,2417,30,1,3,1.2,0.8,17,146,57,58,22,24,23.0,Arsenal,eng Premier League,DF,Defender,0.045,0.03,0.633,5.436,2.122,2.16,0.819,0.894,31.4,31.4,56.4,23.1,23.1,44.4,38.1,38.1,66.2,86.3,86.3,90.4,70.1,70.1,81.7,75.0,75.0,72.7,54.2,54.2,29.9,69.5,69.5,88.2,jurri_n_timber_nl_ned_2001_0,Jurriën Timber,2417,-0.6273030557729373,-0.8336237548479131,-0.4669988268772341,1.061774308648667,0.3183118725393322,0.6493433834716991,0.0310718075020291,0.2382627831733644,0,Ball-Playing Defender,"{""Stopper / Defensive Destroyer"": 0.1978, ""Attacking Fullback / Playmaker"": 0.3799, ""Ball-Playing Defender"": 0.4222}",-0.619,1.01
Justin Devenny,nir NIR,2003.0,507,23,1,1,0.8,0.6,7,21,5,17,0,2,20.0,Crystal Palace,eng Premier League,MF,Midfielder,0.142,0.107,1.243,3.728,0.888,3.018,0.0,0.355,67.3,67.3,72.0,62.7,62.7,55.9,71.1,71.1,62.0,58.9,58.9,36.1,30.2,30.2,23.7,95.0,95.0,91.0,0.8,0.8,0.5,32.0,32.0,18.7,justin_devenny_nir_nir_2003_0,Justin Devenny,507,0.0781288632335592,0.0974382856740683,0.4777351828841656,0.0631106833884752,-0.63147983799811,1.7675296609551998,-1.6596941478176233,-0.5979712253366419,1,Box-to-Box / Pressing Engine,"{""Box-to-Box / Pressing Engine"": 0.5735, ""Deep-Lying Playmaker"": 0.4265}",0.035,0.231
Justin Kluivert,nl NED,1999.0,2340,34,12,6,5.6,4.8,45,105,81,23,14,36,25.0,Bournemouth,eng Premier League,MF,Midfielder,0.215,0.185,1.731,4.038,3.115,0.885,0.538,1.385,79.1,79.1,87.4,85.4,85.4,82.6,87.5,87.5,83.0,65.2,65.2,43.4,87.4,87.4,90.4,15.1,15.1,6.6,33.9,33.9,28.0,85.1,85.1,83.5,justin_kluivert_nl_ned_1999_0,Justin Kluivert,2340,0.609020925991026,1.0405920410080234,1.2335223906932855,0.2443669619778543,1.0826094159458806,-1.0122970638376996,-0.549032262638169,1.000026972743704,0,Deep-Lying Playmaker,"{""Box-to-Box / Pressing Engine"": 0.4192, ""Deep-Lying Playmaker"": 0.5808}",2.457,-0.043
Justin Njinmah,de GER,2000.0,952,26,3,2,3.7,1.6,12,23,33,6,3,11,23.0,Werder Bremen,de Bundesliga,"FW,MF",Forward,0.35,0.151,1.134,2.174,3.12,0.567,0.284,1.04,92.0,92.0,72.4,76.9,76.9,58.4,66.6,66.6,48.4,20.1,20.1,49.0,87.5,87.5,70.5,6.2,6.2,21.7,15.2,15.2,48.6,76.0,76.0,53.5,justin_njinmah_de_ger_2000_0,Justin Njinmah,952,1.5908076173918202,0.6294737374009148,0.3089220565497513,-0.8455095002498962,1.086457842649841,-1.4267297401078085,-1.0733967957898074,0.4647751491148504,0,Clinical Finisher / Poacher,"{""Clinical Finisher / Poacher"": 0.5338, ""Dynamic Winger / Dribbler"": 0.4662}",2.147,-1.802
